cell_id,batch,cycle,max_cap,mean_cap,cycle_life
train_cell10,train,67,1.0602,0.745701398438,1017.0
train_cell10,train,68,1.0602,0.7456216159008,1017.0
train_cell10,train,69,1.06,0.7450418115670001,1017.0
train_cell10,train,70,1.0601,0.7451110663889999,1017.0
train_cell10,train,71,1.0598,0.744793215133,1017.0
train_cell10,train,72,1.06,0.7445809985179999,1017.0
train_cell10,train,73,1.06,0.7444570297473999,1017.0
train_cell10,train,74,1.0597,0.7442185090136001,1017.0
train_cell10,train,75,1.0597,0.7440011407193,1017.0
train_cell10,train,76,1.0598,0.7439244353775,1017.0
train_cell10,train,77,1.0595,0.7439226297295,1017.0
train_cell10,train,78,1.0596,0.7436314391800001,1017.0
train_cell10,train,79,1.0594,0.7434906499409999,1017.0
train_cell10,train,80,1.0593,0.7433211875259998,1017.0
train_cell10,train,81,1.0594,0.7434403447940001,1017.0
train_cell10,train,82,1.0593,0.743126853417,1017.0
train_cell10,train,83,1.0592,0.74306262961,1017.0
train_cell10,train,84,1.0591,0.7428404516554001,1017.0
train_cell10,train,85,1.0592,0.7428418367297,1017.0
train_cell10,train,86,1.0589,0.742369699932,1017.0
train_cell10,train,87,1.0588,0.7419820426025,1017.0
train_cell10,train,88,1.0588,0.741821867685,1017.0
train_cell10,train,89,1.0587,0.7418413529792,1017.0
train_cell10,train,90,1.0587,0.7418015847820001,1017.0
train_cell10,train,91,1.0586,0.74155463724,1017.0
train_cell10,train,92,1.0584,0.7413792682838999,1017.0
train_cell10,train,93,1.0585,0.7412433938715001,1017.0
train_cell10,train,94,1.0585,0.7412292190459999,1017.0
train_cell10,train,95,1.0583,0.7409622944315001,1017.0
train_cell10,train,96,1.0583,0.740675044865,1017.0
train_cell10,train,97,1.0585,0.7405680480054,1017.0
train_cell10,train,98,1.0583,0.7403805861349999,1017.0
train_cell10,train,99,1.0582,0.740224452145,1017.0
train_cell10,train,100,1.0579,0.739885863975,1017.0
train_cell11,train,2,1.0729,0.760604461806,870.0
train_cell11,train,3,1.0742,0.7617853631130002,870.0
train_cell11,train,4,1.0749,0.7621766937948,870.0
train_cell11,train,5,1.0755,0.7631856103047,870.0
train_cell11,train,6,1.0757,0.7631701578793,870.0
train_cell11,train,7,1.0759,0.76344697800676,870.0
train_cell11,train,8,1.076,0.76344187328,870.0
train_cell11,train,9,1.0762,0.7637371641958,870.0
train_cell11,train,10,1.0762,0.7638226733883999,870.0
train_cell11,train,11,1.0765,0.7639321340105,870.0
train_cell11,train,12,1.0764,0.7638396263905001,870.0
train_cell11,train,13,1.0765,0.7635636687367999,870.0
train_cell11,train,14,1.0765,0.7632453991165,870.0
train_cell11,train,15,1.0763,0.763003415009,870.0
train_cell11,train,16,1.0764,0.7627747899556001,870.0
train_cell11,train,17,1.0761,0.7626978942134,870.0
train_cell11,train,18,1.0762,0.7623891496662,870.0
train_cell11,train,19,1.076,0.7622844380763,870.0
train_cell11,train,20,1.0746,0.7612440869459,870.0
train_cell11,train,21,1.0761,0.7620952321090999,870.0
train_cell11,train,22,1.076,0.7619401187315,870.0
train_cell11,train,23,1.0759,0.7615945485029999,870.0
train_cell11,train,24,1.0759,0.7612821933788,870.0
train_cell11,train,25,1.0755,0.7608417774403,870.0
train_cell11,train,26,1.0757,0.7608413301630099,870.0
train_cell11,train,27,1.0756,0.7606766334187001,870.0
train_cell11,train,28,1.0756,0.7608031129231,870.0
train_cell11,train,29,1.0758,0.7607749354919001,870.0
train_cell11,train,30,1.0755,0.760611531511,870.0
train_cell11,train,31,1.0754,0.7603927821231,870.0
train_cell11,train,32,1.0753,0.759971628055,870.0
train_cell11,train,33,1.0751,0.7598283809289998,870.0
train_cell11,train,34,1.075,0.7595744159978999,870.0
train_cell11,train,35,1.0751,0.7595554935074,870.0
train_cell11,train,36,1.0752,0.7595723490727999,870.0
train_cell11,train,37,1.075,0.7593531240152,870.0
train_cell11,train,38,1.0751,0.7592724568844,870.0
train_cell11,train,39,1.0748,0.7590152522674,870.0
train_cell11,train,40,1.0749,0.7588050387371,870.0
train_cell11,train,41,1.0747,0.7585002747057,870.0
train_cell11,train,42,1.0746,0.758072064809,870.0
train_cell11,train,43,1.0732,0.7567515942625499,870.0
train_cell11,train,44,1.0741,0.7573390912809,870.0
train_cell11,train,45,1.0741,0.7573177233375901,870.0
train_cell11,train,46,1.0742,0.7572509999761998,870.0
train_cell11,train,47,1.0739,0.756757283485,870.0
train_cell11,train,48,1.0738,0.7565737472346,870.0
train_cell11,train,49,1.0738,0.756563446307,870.0
train_cell11,train,50,1.0737,0.7560175631603999,870.0
train_cell11,train,51,1.0737,0.7571143894740001,870.0
train_cell11,train,52,1.0741,0.7584739106749999,870.0
train_cell11,train,53,1.0744,0.7596230170406,870.0
train_cell11,train,54,1.0745,0.7599767773211399,870.0
train_cell11,train,55,1.0743,0.7598037994258,870.0
train_cell11,train,56,1.0733,0.7555663653171,870.0
train_cell11,train,57,1.0732,0.7548550951381999,870.0
train_cell11,train,58,1.073,0.7545346707539999,870.0
train_cell11,train,59,1.073,0.7545930530980001,870.0
train_cell11,train,60,1.0729,0.754415916201,870.0
train_cell11,train,61,1.0731,0.7542630064356,870.0
train_cell11,train,62,1.0726,0.753963986475,870.0
train_cell11,train,63,1.0727,0.7540864829206999,870.0
train_cell11,train,64,1.0726,0.7538104604624,870.0
train_cell11,train,65,1.0724,0.7534142892374001,870.0
train_cell11,train,66,1.071,0.7523367567929999,870.0
train_cell11,train,67,1.0721,0.7528703675489999,870.0
train_cell11,train,68,1.0723,0.75285230324,870.0
train_cell11,train,69,1.0719,0.7524175404353,870.0
train_cell11,train,70,1.0719,0.7521676130374999,870.0
train_cell11,train,71,1.0718,0.7521821505839998,870.0
train_cell11,train,72,1.0705,0.7508169601287,870.0
train_cell11,train,73,1.0716,0.7514648789677,870.0
train_cell11,train,74,1.0717,0.7513849580600002,870.0
train_cell11,train,75,1.0714,0.7509718755161999,870.0
train_cell11,train,76,1.0713,0.7508630394172001,870.0
train_cell11,train,77,1.0713,0.7506488791179999,870.0
train_cell11,train,78,1.0711,0.750585917826,870.0
train_cell11,train,79,1.0713,0.75051373349,870.0
train_cell11,train,80,1.071,0.7500889687612,870.0
train_cell11,train,81,1.0709,0.7498845062304,870.0
train_cell11,train,82,1.0708,0.7496265496737999,870.0
train_cell11,train,83,1.0707,0.7494235393943,870.0
train_cell11,train,84,1.0707,0.7493402512039999,870.0
train_cell11,train,85,1.0706,0.7492869043403,870.0
train_cell11,train,86,1.0706,0.748974215097,870.0
train_cell11,train,87,1.0704,0.7485081019700001,870.0
train_cell11,train,88,1.0703,0.7482306997892999,870.0
train_cell11,train,89,1.0702,0.748073571176,870.0
train_cell11,train,90,1.07,0.7478117675765,870.0
train_cell11,train,91,1.0698,0.7476703945845,870.0
train_cell11,train,92,1.0696,0.7473488168206,870.0
train_cell11,train,93,1.0696,0.7473088461809998,870.0
train_cell11,train,94,1.0696,0.7471639325208,870.0
train_cell11,train,95,1.0684,0.746236730386,870.0
train_cell11,train,96,1.0694,0.7469499175005001,870.0
train_cell11,train,97,1.0694,0.7466636298409001,870.0
train_cell11,train,98,1.0693,0.7462683348860001,870.0
train_cell11,train,99,1.0693,0.7461558104211,870.0
train_cell11,train,100,1.069,0.7459720566640999,870.0
train_cell12,train,2,1.0631,0.7526619067185,860.0
train_cell12,train,3,1.0643,0.7538255691503,860.0
train_cell12,train,4,1.065,0.7543127717806999,860.0
train_cell12,train,5,1.0655,0.7549822206525,860.0
train_cell12,train,6,1.0657,0.7551992476456001,860.0
train_cell12,train,7,1.0659,0.7553088918684,860.0
train_cell12,train,8,1.0661,0.7555369014177999,860.0
train_cell12,train,9,1.0661,0.7555007698030001,860.0
train_cell12,train,10,1.0663,0.7556475354640001,860.0
train_cell12,train,11,1.0664,0.7557104396433999,860.0
train_cell12,train,12,1.0662,0.755371470178,860.0
train_cell12,train,13,1.0663,0.7552154351493001,860.0
train_cell12,train,14,1.0661,0.7549117282552,860.0
train_cell12,train,15,1.066,0.7547545331619999,860.0
train_cell12,train,16,1.0662,0.7544302247908999,860.0
train_cell12,train,17,1.066,0.7544717952321001,860.0
train_cell12,train,18,1.066,0.7540715711579999,860.0
train_cell12,train,19,1.0659,0.7540827583903,860.0
train_cell12,train,20,1.066,0.754024904553,860.0
train_cell12,train,21,1.066,0.7538212487302999,860.0
train_cell12,train,22,1.0657,0.7536029943022999,860.0
train_cell12,train,23,1.0655,0.753388880924,860.0
train_cell12,train,24,1.0656,0.753009021889,860.0
train_cell12,train,25,1.0656,0.753126797071,860.0
train_cell12,train,26,1.0657,0.7528622328478999,860.0
train_cell12,train,27,1.0655,0.752648581532,860.0
train_cell12,train,28,1.0655,0.75288982458,860.0
train_cell12,train,29,1.0654,0.752683996805,860.0
train_cell12,train,30,1.0654,0.7525336871059,860.0
train_cell12,train,31,1.0655,0.7524797839777999,860.0
train_cell12,train,32,1.0652,0.75197311056,860.0
train_cell12,train,33,1.0653,0.751950184636,860.0
train_cell12,train,34,1.0651,0.751840160899,860.0
train_cell12,train,35,1.065,0.7516604547578,860.0
train_cell12,train,36,1.0651,0.7517525159078,860.0
train_cell12,train,37,1.0648,0.7515275451789001,860.0
train_cell12,train,38,1.0651,0.751402599597,860.0
train_cell12,train,39,1.0648,0.7511427541672001,860.0
train_cell12,train,40,1.0647,0.7511432354479999,860.0
train_cell12,train,41,1.0647,0.750671258420727,860.0
train_cell12,train,42,1.0643,0.7503144214302,860.0
train_cell12,train,43,1.0643,0.7497748707350002,860.0
train_cell12,train,44,1.0643,0.7497394389825001,860.0
train_cell12,train,45,1.0642,0.749666953355,860.0
train_cell12,train,46,1.0641,0.7492953139165,860.0
train_cell12,train,47,1.0639,0.749004953809,860.0
train_cell12,train,48,1.0641,0.7490896005454001,860.0
train_cell12,train,49,1.0638,0.7487419938286,860.0
train_cell12,train,50,1.0637,0.7487078335534999,860.0
train_cell12,train,51,1.0643,0.7505594541939999,860.0
train_cell12,train,52,1.0647,0.7520067472006001,860.0
train_cell12,train,53,1.0649,0.7528623246674,860.0
train_cell12,train,54,1.0649,0.7529930503908,860.0
train_cell12,train,55,1.0645,0.751311593873,860.0
train_cell12,train,56,1.0634,0.7477871259817,860.0
train_cell12,train,57,1.0632,0.7471165154506001,860.0
train_cell12,train,58,1.0632,0.7470766691909999,860.0
train_cell12,train,59,1.0633,0.747133487133,860.0
train_cell12,train,60,1.0633,0.7468856734167999,860.0
train_cell12,train,61,1.063,0.7466551381583,860.0
train_cell12,train,62,1.063,0.7465345467534901,860.0
train_cell12,train,63,1.0628,0.7462396683629999,860.0
train_cell12,train,64,1.0627,0.7460352624198999,860.0
train_cell12,train,65,1.0626,0.7457124411144,860.0
train_cell12,train,66,1.0628,0.74555662298692,860.0
train_cell12,train,67,1.0625,0.7452349278344998,860.0
train_cell12,train,68,1.0623,0.7449836566459,860.0
train_cell12,train,69,1.0623,0.744687259426,860.0
train_cell12,train,70,1.0621,0.7444490882728,860.0
train_cell12,train,71,1.062,0.7442363679785001,860.0
train_cell12,train,72,1.062,0.7440149663450001,860.0
train_cell12,train,73,1.0619,0.7439146669719999,860.0
train_cell12,train,74,1.0617,0.7435241623633,860.0
train_cell12,train,75,1.0618,0.7432552347738999,860.0
train_cell12,train,76,1.0616,0.7432441548179001,860.0
train_cell12,train,77,1.0616,0.7431523738249,860.0
train_cell12,train,78,1.0616,0.7430521489586001,860.0
train_cell12,train,79,1.0614,0.742675352233,860.0
train_cell12,train,80,1.0614,0.7423301901806999,860.0
train_cell12,train,81,1.0614,0.742318813913,860.0
train_cell12,train,82,1.0614,0.7421315662079999,860.0
train_cell12,train,83,1.0613,0.7419507191970001,860.0
train_cell12,train,84,1.0609,0.741673191722,860.0
train_cell12,train,85,1.0608,0.741508404364,860.0
train_cell12,train,86,1.0607,0.7413244351089999,860.0
train_cell12,train,87,1.0606,0.7409224967583,860.0
train_cell12,train,88,1.0604,0.7406380176767,860.0
train_cell12,train,89,1.0604,0.7404767129163,860.0
train_cell12,train,90,1.0604,0.7403902382541,860.0
train_cell12,train,91,1.0603,0.7401359865268,860.0
train_cell12,train,92,1.0601,0.7399710877511,860.0
train_cell12,train,93,1.0601,0.7399549912373,860.0
train_cell12,train,94,1.0602,0.7398816966139,860.0
train_cell12,train,95,1.0598,0.7396685548319999,860.0
train_cell12,train,96,1.0598,0.739454117202,860.0
train_cell12,train,97,1.0596,0.7391744273699999,860.0
train_cell12,train,98,1.0598,0.7391287003229999,860.0
train_cell12,train,99,1.0597,0.7391904664372999,860.0
train_cell12,train,100,1.0594,0.7389484457618001,860.0
train_cell13,train,2,1.0646,0.757517868692,709.0
train_cell13,train,3,1.0657,0.758552761557,709.0
train_cell13,train,4,1.0665,0.7589090101232,709.0
train_cell13,train,5,1.0667,0.7596088776417,709.0
train_cell13,train,6,1.067,0.7595510757217,709.0
train_cell13,train,7,1.0672,0.7597016320400001,709.0
train_cell13,train,8,1.0675,0.7599513852348,709.0
train_cell13,train,9,1.0675,0.7600322745444,709.0
train_cell13,train,10,1.0677,0.7602622721212,709.0
train_cell13,train,11,1.0677,0.7602679651940399,709.0
train_cell13,train,12,1.0676,0.7600288547526,709.0
train_cell13,train,13,1.0679,0.7599020009966299,709.0
train_cell13,train,14,1.0678,0.7595622947457,709.0
train_cell13,train,15,1.0677,0.7592456895941,709.0
train_cell13,train,16,1.0677,0.7592177013809001,709.0
train_cell13,train,17,1.0679,0.7592234468653001,709.0
train_cell13,train,18,1.0676,0.758955139512,709.0
train_cell13,train,19,1.0677,0.7588027668098,709.0
train_cell13,train,20,1.0677,0.7587330062033999,709.0
train_cell13,train,21,1.0678,0.75868932708278,709.0
train_cell13,train,22,1.0677,0.7585211561208001,709.0
train_cell13,train,23,1.0675,0.7582257873720001,709.0
train_cell13,train,24,1.0674,0.7578718566601,709.0
train_cell13,train,25,1.0674,0.7574420798364,709.0
train_cell13,train,26,1.0662,0.7570895895945999,709.0
train_cell13,train,27,1.0673,0.7572884089913,709.0
train_cell13,train,28,1.0673,0.7573077981933001,709.0
train_cell13,train,29,1.0673,0.7574536891286,709.0
train_cell13,train,30,1.0672,0.7573158297132,709.0
train_cell13,train,31,1.067,0.7569062995498002,709.0
train_cell13,train,32,1.0659,0.75596481251,709.0
train_cell13,train,33,1.0671,0.7565746175743001,709.0
train_cell13,train,34,1.0669,0.7563674007989999,709.0
train_cell13,train,35,1.0669,0.7563860101139,709.0
train_cell13,train,36,1.067,0.7562678359428999,709.0
train_cell13,train,37,1.0669,0.7562379949340001,709.0
train_cell13,train,38,1.067,0.7563187809267,709.0
train_cell13,train,39,1.0668,0.756023607223,709.0
train_cell13,train,40,1.0668,0.7557772453339,709.0
train_cell13,train,41,1.0666,0.7555548700429999,709.0
train_cell13,train,42,1.0666,0.7551674730340001,709.0
train_cell13,train,43,1.0664,0.7547287832091999,709.0
train_cell13,train,44,1.0663,0.7543538574329998,709.0
train_cell13,train,45,1.0663,0.7541828466947,709.0
train_cell13,train,46,1.0663,0.7541945622956,709.0
train_cell13,train,47,1.0659,0.753762977742,709.0
train_cell13,train,48,1.066,0.7537067496441,709.0
train_cell13,train,49,1.066,0.7534406981876,709.0
train_cell13,train,50,1.0658,0.7531161290410001,709.0
train_cell13,train,51,1.0656,0.752577133568,709.0
train_cell13,train,52,1.0659,0.7541282187639,709.0
train_cell13,train,53,1.0664,0.7554566609766,709.0
train_cell13,train,54,1.0665,0.756267943387,709.0
train_cell13,train,55,1.0665,0.7564107929242,709.0
train_cell13,train,56,1.0662,0.7554408880265,709.0
train_cell13,train,57,1.0654,0.752095637355,709.0
train_cell13,train,58,1.0652,0.7515748487198999,709.0
train_cell13,train,59,1.0652,0.7513559293604,709.0
train_cell13,train,60,1.065,0.751226014351,709.0
train_cell13,train,61,1.0648,0.750968470965,709.0
train_cell13,train,62,1.0645,0.7506861274093,709.0
train_cell13,train,63,1.0647,0.7506127951311,709.0
train_cell13,train,64,1.0648,0.75043659421,709.0
train_cell13,train,65,1.0645,0.750162660676,709.0
train_cell13,train,66,1.0645,0.7498152692676,709.0
train_cell13,train,67,1.0631,0.7485226586039999,709.0
train_cell13,train,68,1.0643,0.7493121977644,709.0
train_cell13,train,69,1.0641,0.7491823344751,709.0
train_cell13,train,70,1.0641,0.7487850937239409,709.0
train_cell13,train,71,1.064,0.7485571143536001,709.0
train_cell13,train,72,1.0638,0.748332687305,709.0
train_cell13,train,73,1.0639,0.74814253253507,709.0
train_cell13,train,74,1.0638,0.747642590718,709.0
train_cell13,train,75,1.0636,0.747580171756,709.0
train_cell13,train,76,1.0636,0.7471924606232001,709.0
train_cell13,train,77,1.0633,0.7470482502321001,709.0
train_cell13,train,78,1.0635,0.7469951750602001,709.0
train_cell13,train,79,1.0632,0.7467129234096,709.0
train_cell13,train,80,1.0632,0.7464566218600001,709.0
train_cell13,train,81,1.063,0.7461488703729999,709.0
train_cell13,train,82,1.0631,0.7461446989873999,709.0
train_cell13,train,83,1.063,0.7459633974894,709.0
train_cell13,train,84,1.0628,0.7455918527245999,709.0
train_cell13,train,85,1.0628,0.7454858071236,709.0
train_cell13,train,86,1.0626,0.7452243181408998,709.0
train_cell13,train,87,1.0625,0.7450500928421999,709.0
train_cell13,train,88,1.0625,0.744774275331,709.0
train_cell13,train,89,1.0624,0.7443075308752999,709.0
train_cell13,train,90,1.0623,0.7441289531755999,709.0
train_cell13,train,91,1.0623,0.7439670331367999,709.0
train_cell13,train,92,1.0622,0.7438337178188,709.0
train_cell13,train,93,1.0621,0.7436165791930001,709.0
train_cell13,train,94,1.0617,0.7434456535265002,709.0
train_cell13,train,95,1.0619,0.7435918236683001,709.0
train_cell13,train,96,1.0619,0.7435997732540001,709.0
train_cell13,train,97,1.0617,0.7431822921616,709.0
train_cell13,train,98,1.0616,0.7429693383932999,709.0
train_cell13,train,99,1.0614,0.7426659416536,709.0
train_cell13,train,100,1.0616,0.7425431877245,709.0
train_cell14,train,2,1.0625,0.7529232259741,731.0
train_cell14,train,3,1.0637,0.7539790906023501,731.0
train_cell14,train,4,1.0643,0.754365095356,731.0
train_cell14,train,5,1.0646,0.7548764941484001,731.0
train_cell14,train,6,1.0651,0.7549206656792,731.0
train_cell14,train,7,1.0652,0.7552138530779998,731.0
train_cell14,train,8,1.0653,0.7552424226957001,731.0
train_cell14,train,9,1.0653,0.7553423387410001,731.0
train_cell14,train,10,1.0653,0.7554047841017999,731.0
train_cell14,train,11,1.0656,0.7554965461986,731.0
train_cell14,train,12,1.0655,0.7553954408012999,731.0
train_cell14,train,13,1.0656,0.7552067803982,731.0
train_cell14,train,14,1.0655,0.7549240890843,731.0
train_cell14,train,15,1.0656,0.7545616991806999,731.0
train_cell14,train,16,1.0655,0.7545038203404999,731.0
train_cell14,train,17,1.0654,0.7543920921132,731.0
train_cell14,train,18,1.0653,0.7541770431134001,731.0
train_cell14,train,19,1.0654,0.7539350059152,731.0
train_cell14,train,20,1.0651,0.7537349328310999,731.0
train_cell14,train,21,1.0651,0.7536448797569999,731.0
train_cell14,train,22,1.0651,0.753525420681,731.0
train_cell14,train,23,1.065,0.753304436844,731.0
train_cell14,train,24,1.065,0.753029484398,731.0
train_cell14,train,25,1.065,0.7525747887654001,731.0
train_cell14,train,26,1.0647,0.7525651301531999,731.0
train_cell14,train,27,1.0647,0.75227168869,731.0
train_cell14,train,28,1.0645,0.7519412661199999,731.0
train_cell14,train,29,1.0647,0.7521519391670001,731.0
train_cell14,train,30,1.0644,0.751870609736,731.0
train_cell14,train,31,1.0645,0.7514985948566001,731.0
train_cell14,train,32,1.0643,0.7513207341888999,731.0
train_cell14,train,33,1.0643,0.7511222832571,731.0
train_cell14,train,34,1.0642,0.7508589712346,731.0
train_cell14,train,35,1.0641,0.75081116803483,731.0
train_cell14,train,36,1.064,0.7505875933795001,731.0
train_cell14,train,37,1.0639,0.7503841889864,731.0
train_cell14,train,38,1.064,0.7503383551232999,731.0
train_cell14,train,39,1.0638,0.7500488258458999,731.0
train_cell14,train,40,1.0636,0.7496919141724,731.0
train_cell14,train,41,1.0636,0.7496295620989,731.0
train_cell14,train,42,1.0635,0.749154290928,731.0
train_cell14,train,43,1.0634,0.7488016912790999,731.0
train_cell14,train,44,1.0632,0.7484043852477,731.0
train_cell14,train,45,1.063,0.7482185969047,731.0
train_cell14,train,46,1.063,0.74803519646595,731.0
train_cell14,train,47,1.063,0.7478152981262,731.0
train_cell14,train,48,1.0629,0.7475058804253999,731.0
train_cell14,train,49,1.0627,0.747168181982,731.0
train_cell14,train,50,1.0625,0.7470165656459,731.0
train_cell14,train,51,1.0629,0.74788793432613,731.0
train_cell14,train,52,1.0634,0.749854500203,731.0
train_cell14,train,53,1.0635,0.7512056784477,731.0
train_cell14,train,54,1.0637,0.7519648314854,731.0
train_cell14,train,55,1.0636,0.7520487490216999,731.0
train_cell14,train,56,1.0634,0.7502702161165,731.0
train_cell14,train,57,1.0622,0.7457825164818,731.0
train_cell14,train,58,1.0618,0.744995170879,731.0
train_cell14,train,59,1.0617,0.744800204123,731.0
train_cell14,train,60,1.0618,0.744571961589,731.0
train_cell14,train,61,1.0618,0.7444624525286999,731.0
train_cell14,train,62,1.0615,0.7441404505749999,731.0
train_cell14,train,63,1.0615,0.7439158035793,731.0
train_cell14,train,64,1.0615,0.7437809968919,731.0
train_cell14,train,65,1.0613,0.7435236035465,731.0
train_cell14,train,66,1.0611,0.743144294534,731.0
train_cell14,train,67,1.061,0.7427649478453,731.0
train_cell14,train,68,1.0611,0.7426430521621,731.0
train_cell14,train,69,1.0609,0.7423381263387999,731.0
train_cell14,train,70,1.0607,0.7419466418587,731.0
train_cell14,train,71,1.0606,0.741628370873,731.0
train_cell14,train,72,1.0606,0.7415393505428,731.0
train_cell14,train,73,1.0603,0.74112636872,731.0
train_cell14,train,74,1.0603,0.7408179259401,731.0
train_cell14,train,75,1.0603,0.740663291058,731.0
train_cell14,train,76,1.0601,0.740268363113,731.0
train_cell14,train,77,1.0602,0.7400648414257001,731.0
train_cell14,train,78,1.0601,0.7399673917339998,731.0
train_cell14,train,79,1.0599,0.7396954107138,731.0
train_cell14,train,80,1.0598,0.7395276418829,731.0
train_cell14,train,81,1.0597,0.7391948378752999,731.0
train_cell14,train,82,1.0595,0.7389897203843,731.0
train_cell14,train,83,1.0593,0.7386194139665,731.0
train_cell14,train,84,1.0591,0.7383681561749,731.0
train_cell14,train,85,1.0591,0.7382245664199,731.0
train_cell14,train,86,1.0589,0.7380333001416,731.0
train_cell14,train,87,1.0589,0.737698195086,731.0
train_cell14,train,88,1.0588,0.7373414784854001,731.0
train_cell14,train,89,1.0585,0.73699379658,731.0
train_cell14,train,90,1.0582,0.736743922714,731.0
train_cell14,train,91,1.0582,0.73655312339437,731.0
train_cell14,train,92,1.058,0.7363097362452999,731.0
train_cell14,train,93,1.0581,0.7361914701701,731.0
train_cell14,train,94,1.0577,0.7359525044731,731.0
train_cell14,train,95,1.0579,0.7360113744601999,731.0
train_cell14,train,96,1.0573,0.7357857578483,731.0
train_cell14,train,97,1.0575,0.7354228065533001,731.0
train_cell14,train,98,1.0573,0.7351755774079,731.0
train_cell14,train,99,1.057,0.7347885974755001,731.0
train_cell14,train,100,1.057,0.7346747233594,731.0
train_cell15,train,2,1.0596,0.740460335125,742.0
train_cell15,train,3,1.0608,0.7416624098261,742.0
train_cell15,train,4,1.0608,0.74140555485906,742.0
train_cell15,train,5,1.0613,0.7420910246010001,742.0
train_cell15,train,6,1.0615,0.7423033695519999,742.0
train_cell15,train,7,1.0617,0.7426018762119001,742.0
train_cell15,train,8,1.0619,0.7426805798770999,742.0
train_cell15,train,9,1.0624,0.7429020112551001,742.0
train_cell15,train,10,1.0623,0.7429198363173999,742.0
train_cell15,train,11,1.0625,0.743042218472,742.0
train_cell15,train,12,1.0624,0.7429442287751999,742.0
train_cell15,train,13,1.0626,0.7429289472219999,742.0
train_cell15,train,14,1.0625,0.7426480129720001,742.0
train_cell15,train,15,1.0627,0.7426078441925,742.0
train_cell15,train,16,1.0626,0.7422992023350999,742.0
train_cell15,train,17,1.0629,0.742419859,742.0
train_cell15,train,18,1.0628,0.7421728807151,742.0
train_cell15,train,19,1.0626,0.7420297022993999,742.0
train_cell15,train,20,1.0614,0.740994617888,742.0
train_cell15,train,21,1.0626,0.741721124462,742.0
train_cell15,train,22,1.0627,0.74162491946,742.0
train_cell15,train,23,1.0625,0.7413581072106,742.0
train_cell15,train,24,1.0626,0.7411790397771001,742.0
train_cell15,train,25,1.0622,0.740920598745,742.0
train_cell15,train,26,1.0623,0.7406744530537,742.0
train_cell15,train,27,1.0621,0.7405465576438,742.0
train_cell15,train,28,1.0623,0.740616466759,742.0
train_cell15,train,29,1.0625,0.740442456505,742.0
train_cell15,train,30,1.0623,0.7403825606289,742.0
train_cell15,train,31,1.0621,0.7400732151287,742.0
train_cell15,train,32,1.0621,0.7398174481962,742.0
train_cell15,train,33,1.0619,0.7395881276072999,742.0
train_cell15,train,34,1.0621,0.7395438269572,742.0
train_cell15,train,35,1.062,0.7393436851589,742.0
train_cell15,train,36,1.0619,0.7393198451314,742.0
train_cell15,train,37,1.0607,0.7386094166775999,742.0
train_cell15,train,38,1.0619,0.7389371872697,742.0
train_cell15,train,39,1.0618,0.7388104580775999,742.0
train_cell15,train,40,1.0618,0.7387781058580999,742.0
train_cell15,train,41,1.0618,0.7383667818759999,742.0
train_cell15,train,42,1.0619,0.7382331946615001,742.0
train_cell15,train,43,1.0604,0.7369459996434001,742.0
train_cell15,train,44,1.0615,0.7377158413543,742.0
train_cell15,train,45,1.0614,0.7376016272984,742.0
train_cell15,train,46,1.0615,0.7374300639627002,742.0
train_cell15,train,47,1.0613,0.7370104788310001,742.0
train_cell15,train,48,1.0613,0.7368956117346,742.0
train_cell15,train,49,1.0612,0.736741089456,742.0
train_cell15,train,50,1.0615,0.7381512674759999,742.0
train_cell15,train,51,1.062,0.7406674438159998,742.0
train_cell15,train,52,1.0625,0.7423578522558,742.0
train_cell15,train,53,1.0626,0.7432799692972001,742.0
train_cell15,train,54,1.0626,0.7435262300480001,742.0
train_cell15,train,55,1.0624,0.7416195814159999,742.0
train_cell15,train,56,1.061,0.7358071499083001,742.0
train_cell15,train,57,1.061,0.7352654691535,742.0
train_cell15,train,58,1.0609,0.7350875766849999,742.0
train_cell15,train,59,1.0608,0.7349405904681,742.0
train_cell15,train,60,1.0593,0.7345646200727999,742.0
train_cell15,train,61,1.0606,0.7345142222480999,742.0
train_cell15,train,62,1.0607,0.7343951886655,742.0
train_cell15,train,63,1.0604,0.7340421187694999,742.0
train_cell15,train,64,1.0604,0.7338772281957,742.0
train_cell15,train,65,1.0602,0.733569009548,742.0
train_cell15,train,66,1.0588,0.7323574884009999,742.0
train_cell15,train,67,1.0602,0.7331395119715999,742.0
train_cell15,train,68,1.0601,0.7330558691414,742.0
train_cell15,train,69,1.0599,0.732693571745,742.0
train_cell15,train,70,1.0598,0.7325779607554,742.0
train_cell15,train,71,1.0596,0.7322491186443999,742.0
train_cell15,train,72,1.0597,0.7320667697404999,742.0
train_cell15,train,73,1.0597,0.731947937633,742.0
train_cell15,train,74,1.0594,0.7316385565989,742.0
train_cell15,train,75,1.0593,0.7312546937986999,742.0
train_cell15,train,76,1.0593,0.7312859530324001,742.0
train_cell15,train,77,1.0592,0.7309835180188,742.0
train_cell15,train,78,1.0595,0.7310304005731,742.0
train_cell15,train,79,1.0591,0.7305959072556999,742.0
train_cell15,train,80,1.059,0.7304561123207,742.0
train_cell15,train,81,1.0588,0.7302031685584199,742.0
train_cell15,train,82,1.0587,0.7299107385489999,742.0
train_cell15,train,83,1.0586,0.7297908750843999,742.0
train_cell15,train,84,1.0586,0.7297540914758,742.0
